Allocation_ID,Project_ID,Employee_ID,Role_On_Project,Hours_Allocated,Hours_Worked,Tasks_Assigned,Tasks_Completed,Quality_Score,Performance_Rating
A01176,P0342,E0055,IT Support Executive,73,56,21,19,83.8,4.2
A01177,P0342,E0124,Python Developer,207,208,16,12,73.7,3.5
A01178,P0342,E0062,IT Support Executive,188,229,42,38,90.9,4.7
A01179,P0343,E0002,IT Support Executive,75,72,27,26,99.4,4.8
A01180,P0343,E0012,Python Developer,216,196,41,33,84.9,4.1
A01181,P0343,E0053,Software Tester,74,66,35,25,90.6,4.4
A01182,P0344,E0100,Automation Tester,207,233,44,41,90.5,4.4
A01183,P0344,E0132,Software Tester,80,98,28,22,81.4,3.8
A01184,P0344,E0017,Business Analyst,57,59,43,39,79.4,4.1
A01185,P0345,E0076,Business Analyst,87,88,28,26,99.3,5.0
A01186,P0345,E0136,Business Analyst,77,76,9,8,96.9,5.0
A01187,P0346,E0136,Business Analyst,145,169,34,31,75.8,3.8
A01188,P0346,E0017,Business Analyst,117,129,36,35,86.9,4.4
A01189,P0346,E0122,Technical Support Engineer,203,229,25,24,89.0,4.6
A01190,P0346,E0112,IT Support Executive,78,73,20,17,88.3,4.4
A01191,P0347,E0029,BI Analyst,73,78,19,16,92.9,4.7
A01192,P0347,E0024,Data Analyst,46,40,25,18,95.9,4.7
A01193,P0348,E0082,Python Developer,192,168,22,19,85.6,4.2
A01194,P0348,E0059,Business Analyst,99,113,9,7,83.3,4.2
A01195,P0348,E0030,Software Developer,131,139,13,12,90.7,4.5
A01196,P0349,E0026,Java Developer,74,78,40,30,92.3,4.5
A01197,P0349,E0048,Full Stack Developer,194,175,38,28,90.5,4.4
A01198,P0349,E0140,Software Developer,206,215,31,30,90.7,4.6
A01199,P0349,E0019,Full Stack Developer,87,86,32,26,82.9,4.3
A01200,P0349,E0083,IT Support Executive,165,176,38,33,100.0,4.9
A01201,P0350,E0032,BI Analyst,81,86,20,16,86.3,4.3
A01202,P0350,E0091,BI Analyst,97,101,10,7,94.5,4.5
A01203,P0350,E0065,Senior Data Analyst,144,132,8,7,100.0,4.9
