Ticket_ID,Client_ID,Assigned_Employee_ID,Issue_Type,Priority,Created_Date,Resolved_Date,Ticket_Status,Resolution_Hours,Customer_Rating,SLA_Status
T00754,C0051,E0002,Data Issue,Medium,2026-03-23 03:00,Null,Escalated,Null,Null,Pending
T00755,C0024,E0050,Data Issue,Medium,2025-02-11 14:00,2025-02-12 09:36,Closed,19.6,5,Breached
T00756,C0158,E0080,Security Issue,High,2026-07-29 15:00,Null,Escalated,Null,Null,Pending
T00757,C0017,E0097,Data Issue,Medium,2026-05-20 03:00,2026-05-20 11:54,Closed,8.9,4,Met
T00758,C0042,E0041,Database Issue,Medium,2025-05-07 11:00,Null,Open,Null,Null,Pending
T00759,C0050,E0046,Application Error,Medium,2025-07-28 09:00,Null,In Progress,Null,Null,Pending
T00760,C0162,E0105,Database Issue,Medium,2025-06-22 23:00,2025-06-23 12:24,Resolved,13.4,5,Breached
T00761,C0039,E0073,Feature Request,Medium,2025-10-07 18:00,Null,In Progress,Null,Null,Pending
T00762,C0127,E0122,Access/Permission,Low,2025-08-06 18:00,2025-08-07 23:00,Closed,29,5,Breached
T00763,C0126,E0122,Login Issue,Medium,2026-06-23 18:00,2026-06-23 21:54,Resolved,3.9,4,Met
T00764,C0168,E0055,Database Issue,Critical,2026-03-03 02:00,2026-03-03 07:06,Resolved,5.1,3,Breached
T00765,C0089,E0073,Network Issue,Low,2026-05-26 21:00,2026-05-28 02:18,Resolved,29.3,4,Breached
T00766,C0164,E0050,Application Error,Medium,2025-12-03 00:00,Null,Escalated,Null,Null,Pending
T00767,C0024,E0062,Performance Issue,Medium,2025-05-05 12:00,2025-05-05 22:36,Closed,10.6,3,Met
T00768,C0058,E0002,Security Issue,Critical,2025-04-19 10:00,2025-04-19 13:48,Closed,3.8,4,Met
T00769,C0046,E0002,Database Issue,Critical,2025-01-30 02:00,2025-01-30 05:00,Resolved,3,4,Met
T00770,C0066,E0050,Data Issue,Critical,2026-05-07 14:00,Null,In Progress,Null,Null,Pending
T00771,C0001,E0131,Performance Issue,High,2025-01-06 10:00,2025-01-06 16:54,Resolved,6.9,5,Met
T00772,C0020,E0080,Login Issue,Low,2026-04-09 10:00,2026-04-09 23:00,Resolved,13,4,Met
T00773,C0140,E0073,Access/Permission,Medium,2025-05-13 06:00,2025-05-13 17:48,Closed,11.8,4,Met
T00774,C0134,E0031,Login Issue,Medium,2025-10-17 10:00,2025-10-18 06:30,Resolved,20.5,4,Breached
T00775,C0064,E0041,Login Issue,Medium,2025-03-14 17:00,2025-03-15 03:06,Resolved,10.1,4,Met
T00776,C0100,E0011,Access/Permission,Medium,2026-01-26 02:00,2026-01-26 16:54,Closed,14.9,4,Breached
T00777,C0153,E0105,Software Installation,Medium,2025-09-19 05:00,Null,Open,Null,Null,Pending
T00778,C0129,E0006,Network Issue,Medium,2026-02-13 02:00,2026-02-13 17:18,Resolved,15.3,5,Breached
T00779,C0080,E0002,Login Issue,Medium,2025-08-02 05:00,Null,In Progress,Null,Null,Pending
T00780,C0133,E0031,Software Installation,High,2026-02-17 09:00,2026-02-17 19:00,Closed,10,4,Breached
T00781,C0099,E0055,Database Issue,Medium,2025-05-04 09:00,2025-05-04 16:42,Resolved,7.7,5,Met
T00782,C0020,E0041,Data Issue,Medium,2026-03-19 23:00,2026-03-20 17:06,Closed,18.1,4,Breached
T00783,C0117,E0046,Performance Issue,Medium,2025-05-15 11:00,2025-05-16 00:48,Closed,13.8,5,Breached
T00784,C0158,E0041,Application Error,High,2026-01-12 16:00,Null,In Progress,Null,Null,Pending
T00785,C0176,E0042,Network Issue,High,2026-05-17 14:00,2026-05-17 22:00,Closed,8,5,Met
T00786,C0051,E0050,Software Installation,Medium,2026-05-03 08:00,2026-05-03 17:54,Closed,9.9,5,Met
T00787,C0008,E0031,Access/Permission,High,2026-03-10 02:00,2026-03-10 08:42,Resolved,6.7,5,Met
T00788,C0093,E0150,Software Installation,Medium,2026-01-13 19:00,Null,Open,Null,Null,Pending
T00789,C0152,E0099,Database Issue,Medium,2026-03-21 20:00,Null,In Progress,Null,Null,Pending
T00790,C0084,E0105,Software Installation,Medium,2025-04-06 01:00,Null,Open,Null,Null,Pending
T00791,C0091,E0045,Feature Request,Medium,2025-12-16 14:00,2025-12-17 03:12,Closed,13.2,3,Breached
T00792,C0091,E0002,Network Issue,Low,2025-06-08 15:00,2025-06-10 00:12,Closed,33.2,4,Breached
T00793,C0044,E0062,Feature Request,High,2026-06-22 02:00,2026-06-22 07:48,Closed,5.8,5,Met
T00794,C0103,E0046,Performance Issue,Medium,2026-04-25 13:00,Null,Escalated,Null,Null,Pending
T00795,C0144,E0097,Application Error,Critical,2026-05-05 09:00,Null,Escalated,Null,Null,Pending
T00796,C0048,E0150,Database Issue,High,2025-05-11 21:00,2025-05-12 02:24,Closed,5.4,4,Met
T00797,C0170,E0112,Performance Issue,High,2025-09-12 16:00,2025-09-12 23:00,Resolved,7,4,Met
T00798,C0001,E0083,Software Installation,High,2025-10-30 18:00,2025-10-30 21:00,Resolved,3,4,Met
T00799,C0127,E0131,Login Issue,High,2026-07-19 02:00,Null,In Progress,Null,Null,Pending
T00800,C0125,E0131,Login Issue,Medium,2026-06-10 03:00,2026-06-10 09:30,Resolved,6.5,5,Met
T00801,C0132,E0097,Feature Request,Medium,2026-03-12 13:00,Null,Escalated,Null,Null,Pending
T00802,C0013,E0112,Application Error,Medium,2026-04-21 21:00,2026-04-22 09:42,Resolved,12.7,4,Breached
T00803,C0106,E0041,Access/Permission,High,2025-09-17 11:00,Null,In Progress,Null,Null,Pending
T00804,C0069,E0002,Performance Issue,High,2026-08-23 02:00,2026-08-23 11:12,Resolved,9.2,5,Breached
T00805,C0011,E0055,Feature Request,High,2025-01-17 03:00,Null,Escalated,Null,Null,Pending
T00806,C0123,E0150,Data Issue,High,2025-07-03 05:00,2025-07-03 19:00,Resolved,14,4,Breached
T00807,C0082,E0055,Software Installation,Low,2025-02-16 02:00,Null,In Progress,Null,Null,Pending
T00808,C0083,E0099,Software Installation,Medium,2025-11-01 10:00,2025-11-01 15:42,Resolved,5.7,3,Met
T00809,C0073,E0112,Access/Permission,High,2026-04-11 21:00,Null,In Progress,Null,Null,Pending
T00810,C0050,E0062,Data Issue,High,2025-09-29 10:00,2025-09-29 19:00,Resolved,9,5,Breached
T00811,C0090,E0083,Database Issue,Medium,2025-08-05 05:00,2025-08-05 20:24,Resolved,15.4,5,Breached
T00812,C0169,E0150,Application Error,Medium,2025-09-23 21:00,2025-09-24 15:06,Resolved,18.1,3,Breached
T00813,C0030,E0050,Application Error,High,2026-03-21 17:00,2026-03-22 02:42,Resolved,9.7,4,Breached
T00814,C0178,E0068,Login Issue,Low,2025-01-06 12:00,Null,Escalated,Null,Null,Pending
T00815,C0168,E0131,Application Error,Medium,2025-01-14 05:00,2025-01-14 15:42,Resolved,10.7,3,Met
T00816,C0041,E0046,Data Issue,High,2026-04-17 22:00,Null,Open,Null,Null,Pending
T00817,C0071,E0050,Software Installation,High,2026-05-14 09:00,Null,In Progress,Null,Null,Pending
T00818,C0155,E0002,Access/Permission,High,2026-01-05 22:00,2026-01-06 09:30,Resolved,11.5,4,Breached
T00819,C0071,E0083,Software Installation,High,2025-11-06 02:00,Null,Open,Null,Null,Pending
T00820,C0112,E0097,Database Issue,Medium,2025-05-19 00:00,2025-05-19 04:42,Resolved,4.7,4,Met
T00821,C0115,E0131,Network Issue,High,2025-04-25 00:00,Null,Open,Null,Null,Pending
T00822,C0042,E0131,Network Issue,High,2025-01-28 06:00,2025-01-28 19:54,Resolved,13.9,4,Breached
T00823,C0079,E0122,Data Issue,Low,2025-05-29 20:00,Null,Escalated,Null,Null,Pending
T00824,C0096,E0050,Network Issue,Medium,2026-03-23 20:00,2026-03-24 14:54,Resolved,18.9,5,Breached
T00825,C0065,E0045,Feature Request,Medium,2025-07-15 02:00,2025-07-15 06:18,Resolved,4.3,4,Met
T00826,C0061,E0042,Performance Issue,Medium,2026-04-20 04:00,2026-04-20 23:54,Closed,19.9,3,Breached
T00827,C0135,E0006,Data Issue,High,2026-03-09 00:00,Null,In Progress,Null,Null,Pending
T00828,C0148,E0122,Application Error,Medium,2025-06-20 04:00,2025-06-20 17:00,Resolved,13,5,Breached
T00829,C0082,E0011,Data Issue,Low,2026-05-12 15:00,2026-05-12 21:54,Resolved,6.9,3,Met
T00830,C0084,E0105,Login Issue,High,2026-04-06 18:00,2026-04-07 12:36,Closed,18.6,5,Breached
T00831,C0085,E0042,Network Issue,High,2025-07-26 09:00,2025-07-26 16:00,Resolved,7,4,Met
T00832,C0064,E0099,Access/Permission,Medium,2026-02-06 01:00,2026-02-06 08:18,Closed,7.3,4,Met
T00833,C0015,E0122,Security Issue,Low,2025-01-09 03:00,2025-01-09 17:54,Resolved,14.9,3,Met
T00834,C0070,E0042,Software Installation,High,2026-03-02 15:00,2026-03-03 03:48,Closed,12.8,4,Breached
T00835,C0093,E0046,Access/Permission,High,2026-07-22 09:00,Null,Open,Null,Null,Pending
T00836,C0065,E0099,Login Issue,High,2026-05-15 12:00,2026-05-16 04:18,Closed,16.3,4,Breached
T00837,C0007,E0097,Data Issue,Medium,2026-06-10 18:00,2026-06-11 04:36,Resolved,10.6,4,Met
T00838,C0115,E0122,Access/Permission,Low,2026-05-15 07:00,Null,Escalated,Null,Null,Pending
T00839,C0002,E0031,Login Issue,Medium,2026-06-25 00:00,2026-06-25 08:24,Closed,8.4,4,Met
T00840,C0031,E0099,Software Installation,High,2026-08-14 10:00,2026-08-14 17:00,Resolved,7,3,Met
T00841,C0081,E0112,Feature Request,Medium,2025-03-07 08:00,Null,In Progress,Null,Null,Pending
T00842,C0167,E0097,Software Installation,High,2026-04-30 03:00,Null,In Progress,Null,Null,Pending
T00843,C0137,E0073,Data Issue,High,2025-12-22 14:00,2025-12-22 18:48,Closed,4.8,4,Met
T00844,C0050,E0150,Software Installation,Medium,2025-01-22 05:00,Null,Open,Null,Null,Pending
T00845,C0166,E0131,Performance Issue,Low,2025-07-16 15:00,2025-07-17 01:54,Closed,10.9,5,Met
T00846,C0166,E0046,Security Issue,Medium,2026-03-25 07:00,2026-03-25 15:12,Resolved,8.2,4,Met
T00847,C0106,E0083,Feature Request,Medium,2025-08-13 18:00,2025-08-14 00:54,Closed,6.9,3,Met
T00848,C0066,E0050,Security Issue,Medium,2026-04-25 04:00,2026-04-25 11:48,Closed,7.8,4,Met
T00849,C0074,E0129,Performance Issue,Medium,2026-02-04 13:00,2026-02-05 03:54,Resolved,14.9,5,Breached
T00850,C0105,E0068,Security Issue,High,2026-04-29 05:00,2026-04-29 14:54,Resolved,9.9,4,Breached
T00851,C0066,E0099,Access/Permission,High,2025-08-01 09:00,2025-08-01 16:24,Closed,7.4,3,Met
T00852,C0119,E0099,Application Error,Medium,2026-05-10 04:00,2026-05-10 12:42,Closed,8.7,4,Met
T00853,C0021,E0097,Database Issue,Medium,2025-07-24 05:00,2025-07-24 15:54,Closed,10.9,3,Met
T00854,C0132,E0050,Access/Permission,Medium,2026-05-19 03:00,2026-05-19 20:12,Closed,17.2,4,Breached
T00855,C0110,E0002,Software Installation,Medium,2026-05-21 09:00,2026-05-21 22:06,Resolved,13.1,4,Breached
T00856,C0072,E0068,Network Issue,Medium,2025-08-03 17:00,Null,Open,Null,Null,Pending
T00857,C0128,E0150,Login Issue,Low,2025-01-19 11:00,2025-01-21 13:18,Resolved,50.3,4,Breached
T00858,C0046,E0006,Performance Issue,Medium,2026-01-01 21:00,2026-01-02 05:06,Resolved,8.1,5,Met
T00859,C0001,E0112,Database Issue,High,2025-06-28 16:00,2025-06-28 23:42,Resolved,7.7,4,Met
T00860,C0089,E0148,Login Issue,High,2025-03-07 10:00,2025-03-07 21:36,Closed,11.6,4,Breached
T00861,C0145,E0141,Software Installation,Medium,2025-04-27 19:00,2025-04-28 03:18,Resolved,8.3,5,Met
T00862,C0043,E0068,Network Issue,High,2025-05-04 17:00,Null,Escalated,Null,Null,Pending
T00863,C0097,E0002,Network Issue,Low,2026-05-14 08:00,2026-05-14 22:48,Closed,14.8,4,Met
T00864,C0096,E0067,Security Issue,High,2025-12-30 01:00,2025-12-30 10:06,Resolved,9.1,4,Breached
T00865,C0090,E0045,Feature Request,Low,2025-10-01 04:00,2025-10-01 10:54,Resolved,6.9,5,Met
T00866,C0029,E0006,Feature Request,Medium,2025-04-17 22:00,2025-04-18 19:54,Resolved,21.9,5,Breached
T00867,C0071,E0050,Login Issue,Low,2026-03-25 14:00,2026-03-26 11:12,Resolved,21.2,5,Met
T00868,C0111,E0062,Application Error,Low,2025-04-19 19:00,Null,In Progress,Null,Null,Pending
T00869,C0055,E0129,Access/Permission,High,2025-04-15 17:00,2025-04-16 00:42,Closed,7.7,4,Met
T00870,C0115,E0150,Login Issue,Low,2026-06-04 03:00,2026-06-04 22:00,Closed,19,3,Met
T00871,C0053,E0062,Database Issue,Critical,2025-05-01 06:00,2025-05-01 15:00,Resolved,9,4,Breached
T00872,C0168,E0041,Security Issue,High,2025-06-10 23:00,Null,Escalated,Null,Null,Pending
T00873,C0004,E0097,Performance Issue,Medium,2026-03-29 16:00,2026-03-29 21:06,Closed,5.1,4,Met
T00874,C0066,E0067,Data Issue,Medium,2025-04-12 04:00,2025-04-12 13:12,Closed,9.2,5,Met
T00875,C0015,E0141,Security Issue,Medium,2025-12-09 04:00,2025-12-09 19:00,Closed,15,3,Breached
T00876,C0117,E0080,Application Error,Critical,2025-07-26 14:00,2025-07-26 20:12,Closed,6.2,5,Breached
T00877,C0120,E0099,Software Installation,Medium,2025-01-07 07:00,2025-01-08 13:36,Closed,30.6,3,Breached
T00878,C0112,E0148,Data Issue,Medium,2025-12-16 09:00,Null,Open,Null,Null,Pending
T00879,C0102,E0055,Feature Request,High,2025-06-25 02:00,Null,Open,Null,Null,Pending
T00880,C0009,E0112,Performance Issue,Critical,2026-01-17 22:00,Null,In Progress,Null,Null,Pending
T00881,C0114,E0097,Software Installation,Medium,2026-01-05 20:00,2026-01-06 02:42,Resolved,6.7,3,Met
T00882,C0118,E0080,Network Issue,Medium,2025-06-05 16:00,Null,Escalated,Null,Null,Pending
T00883,C0086,E0045,Software Installation,Medium,2025-08-22 04:00,2025-08-22 11:54,Resolved,7.9,3,Met
T00884,C0078,E0045,Software Installation,Low,2026-02-28 13:00,Null,Open,Null,Null,Pending
T00885,C0089,E0083,Data Issue,Medium,2026-06-13 21:00,2026-06-14 10:18,Closed,13.3,4,Breached
T00886,C0135,E0041,Security Issue,Low,2025-01-31 14:00,2025-02-01 19:12,Resolved,29.2,3,Breached
T00887,C0044,E0031,Database Issue,Medium,2025-01-11 22:00,2025-01-12 05:42,Closed,7.7,5,Met
T00888,C0016,E0046,Feature Request,High,2025-03-13 02:00,2025-03-13 05:24,Resolved,3.4,5,Met
T00889,C0068,E0011,Security Issue,Medium,2025-11-19 12:00,2025-11-19 22:30,Resolved,10.5,3,Met
T00890,C0170,E0006,Database Issue,High,2026-03-21 01:00,Null,In Progress,Null,Null,Pending
T00891,C0047,E0002,Software Installation,High,2025-02-07 21:00,2025-02-08 09:18,Closed,12.3,4,Breached
T00892,C0005,E0129,Database Issue,High,2026-08-12 01:00,2026-08-12 10:36,Closed,9.6,4,Breached
T00893,C0046,E0148,Feature Request,Low,2025-10-30 13:00,Null,In Progress,Null,Null,Pending
T00894,C0036,E0148,Software Installation,Low,2026-07-21 09:00,2026-07-22 07:24,Resolved,22.4,4,Met
T00895,C0162,E0105,Security Issue,High,2025-12-19 00:00,2025-12-19 07:36,Resolved,7.6,3,Met
T00896,C0013,E0067,Performance Issue,High,2026-06-25 19:00,2026-06-26 03:36,Closed,8.6,5,Breached
T00897,C0066,E0055,Database Issue,Medium,2026-02-18 14:00,Null,In Progress,Null,Null,Pending
T00898,C0113,E0112,Network Issue,Medium,2026-07-12 19:00,2026-07-13 05:42,Closed,10.7,4,Met
T00899,C0133,E0083,Access/Permission,Low,2026-03-29 22:00,2026-03-31 21:42,Closed,47.7,3,Breached
T00900,C0002,E0031,Security Issue,Critical,2026-02-19 06:00,2026-02-19 07:48,Resolved,1.8,5,Met
T00901,C0112,E0062,Performance Issue,Medium,2025-03-28 01:00,2025-03-28 09:24,Resolved,8.4,5,Met
T00902,C0100,E0131,Feature Request,Medium,2025-12-09 12:00,2025-12-10 07:30,Resolved,19.5,3,Breached
T00903,C0021,E0006,Database Issue,Medium,2026-06-17 17:00,2026-06-18 00:00,Closed,7,4,Met
T00904,C0164,E0055,Performance Issue,Medium,2025-08-07 02:00,2025-08-07 08:30,Closed,6.5,5,Met
T00905,C0141,E0067,Feature Request,Medium,2026-07-20 09:00,2026-07-20 13:00,Closed,4,3,Met
T00906,C0047,E0150,Feature Request,High,2025-12-15 20:00,Null,Escalated,Null,Null,Pending
T00907,C0025,E0046,Database Issue,Critical,2025-01-24 00:00,2025-01-24 08:24,Resolved,8.4,5,Breached
T00908,C0027,E0050,Feature Request,Medium,2025-09-22 07:00,2025-09-22 16:18,Closed,9.3,4,Met
T00909,C0100,E0011,Performance Issue,Medium,2026-03-09 16:00,Null,In Progress,Null,Null,Pending
T00910,C0087,E0141,Application Error,Critical,2025-03-03 11:00,2025-03-03 16:00,Resolved,5,5,Breached
T00911,C0132,E0141,Performance Issue,High,2026-06-04 11:00,2026-06-04 18:06,Closed,7.1,3,Met
T00912,C0141,E0122,Application Error,Medium,2025-02-18 20:00,Null,Escalated,Null,Null,Pending
T00913,C0022,E0046,Application Error,Medium,2026-04-05 09:00,2026-04-06 10:06,Resolved,25.1,4,Breached
T00914,C0083,E0083,Access/Permission,Low,2025-01-06 14:00,2025-01-07 09:36,Resolved,19.6,4,Met
T00915,C0090,E0046,Security Issue,Medium,2025-08-30 23:00,2025-08-31 19:06,Closed,20.1,5,Breached
T00916,C0175,E0067,Access/Permission,High,2026-08-03 22:00,2026-08-04 04:06,Resolved,6.1,4,Met
T00917,C0063,E0122,Feature Request,Medium,2025-08-28 11:00,Null,In Progress,Null,Null,Pending
T00918,C0090,E0097,Performance Issue,Medium,2025-10-19 21:00,2025-10-20 10:18,Closed,13.3,3,Breached
T00919,C0059,E0002,Access/Permission,Critical,2025-05-24 22:00,2025-05-25 02:12,Resolved,4.2,5,Breached
T00920,C0103,E0011,Software Installation,Medium,2026-06-17 23:00,2026-06-18 12:54,Resolved,13.9,3,Breached
T00921,C0158,E0006,Network Issue,Medium,2025-04-18 10:00,2025-04-19 01:48,Resolved,15.8,4,Breached
T00922,C0028,E0099,Feature Request,Medium,2026-08-20 06:00,2026-08-20 15:00,Resolved,9,5,Met
T00923,C0107,E0122,Security Issue,Medium,2026-04-11 03:00,2026-04-11 13:24,Closed,10.4,4,Met
T00924,C0063,E0055,Database Issue,High,2026-03-12 13:00,2026-03-12 17:42,Resolved,4.7,4,Met
T00925,C0141,E0131,Application Error,High,2025-04-05 01:00,2025-04-05 07:06,Resolved,6.1,4,Met
T00926,C0071,E0129,Software Installation,Medium,2025-05-14 15:00,2025-05-15 18:12,Resolved,27.2,3,Breached
T00927,C0029,E0141,Network Issue,Critical,2026-04-02 02:00,2026-04-02 07:42,Resolved,5.7,3,Breached
T00928,C0124,E0122,Security Issue,High,2026-06-23 12:00,2026-06-23 20:18,Resolved,8.3,5,Breached
T00929,C0089,E0150,Access/Permission,Low,2026-07-27 16:00,2026-07-28 01:54,Closed,9.9,4,Met
T00930,C0132,E0068,Software Installation,High,2025-09-28 18:00,2025-09-29 01:30,Closed,7.5,3,Met
T00931,C0080,E0002,Data Issue,High,2026-03-10 14:00,Null,In Progress,Null,Null,Pending
T00932,C0112,E0055,Data Issue,High,2026-03-03 05:00,2026-03-04 08:30,Resolved,27.5,5,Breached
T00933,C0060,E0122,Database Issue,Medium,2026-06-02 04:00,Null,In Progress,Null,Null,Pending
T00934,C0029,E0150,Data Issue,High,2026-04-14 04:00,2026-04-14 08:42,Resolved,4.7,5,Met
T00935,C0032,E0129,Feature Request,Low,2026-06-26 03:00,2026-06-27 21:48,Closed,42.8,4,Breached
T00936,C0034,E0067,Network Issue,Medium,2026-04-12 15:00,2026-04-13 04:24,Closed,13.4,4,Breached
T00937,C0004,E0068,Login Issue,Medium,2025-06-10 17:00,2025-06-11 08:54,Closed,15.9,3,Breached
T00938,C0090,E0073,Security Issue,Medium,2025-05-02 19:00,2025-05-03 14:12,Resolved,19.2,4,Breached
T00939,C0048,E0131,Software Installation,Medium,2025-04-23 03:00,Null,Escalated,Null,Null,Pending
T00940,C0180,E0031,Security Issue,Medium,2026-08-09 09:00,2026-08-09 22:48,Resolved,13.8,3,Breached
T00941,C0106,E0006,Login Issue,Medium,2026-06-20 04:00,2026-06-21 02:54,Resolved,22.9,3,Breached
T00942,C0016,E0041,Application Error,Medium,2026-01-16 09:00,2026-01-17 05:06,Resolved,20.1,5,Breached
T00943,C0031,E0055,Security Issue,Medium,2025-11-07 09:00,2025-11-07 19:18,Closed,10.3,4,Met
T00944,C0043,E0002,Data Issue,Low,2025-01-29 04:00,2025-01-30 09:30,Resolved,29.5,5,Breached
T00945,C0083,E0050,Database Issue,Medium,2026-03-08 01:00,2026-03-08 08:00,Resolved,7,5,Met
T00946,C0080,E0099,Performance Issue,Medium,2025-10-18 06:00,2025-10-18 11:48,Resolved,5.8,3,Met
T00947,C0146,E0083,Database Issue,Critical,2026-05-16 00:00,Null,In Progress,Null,Null,Pending
T00948,C0030,E0006,Application Error,Medium,2026-07-15 11:00,2026-07-15 16:06,Closed,5.1,3,Met
T00949,C0047,E0112,Application Error,Medium,2025-02-15 13:00,Null,Escalated,Null,Null,Pending
T00950,C0049,E0050,Data Issue,Critical,2026-08-10 09:00,Null,Open,Null,Null,Pending
T00951,C0133,E0097,Access/Permission,Medium,2026-04-09 10:00,2026-04-09 16:06,Resolved,6.1,4,Met
T00952,C0136,E0011,Software Installation,Medium,2026-05-02 23:00,Null,In Progress,Null,Null,Pending
T00953,C0053,E0097,Access/Permission,High,2025-05-16 04:00,2025-05-16 15:48,Closed,11.8,3,Breached
T00954,C0102,E0129,Feature Request,Medium,2026-04-17 14:00,2026-04-18 20:12,Closed,30.2,3,Breached
T00955,C0067,E0006,Data Issue,High,2025-06-02 23:00,2025-06-03 02:24,Resolved,3.4,5,Met
T00956,C0016,E0006,Security Issue,High,2025-04-02 19:00,2025-04-03 02:18,Resolved,7.3,4,Met
T00957,C0100,E0150,Access/Permission,Low,2026-02-24 12:00,Null,Escalated,Null,Null,Pending
T00958,C0071,E0011,Network Issue,High,2026-02-09 10:00,2026-02-09 17:24,Closed,7.4,3,Met
T00959,C0033,E0097,Feature Request,High,2025-02-16 21:00,2025-02-17 03:12,Resolved,6.2,4,Met
T00960,C0044,E0112,Data Issue,Medium,2025-10-12 20:00,Null,In Progress,Null,Null,Pending
T00961,C0099,E0105,Application Error,Medium,2025-06-19 22:00,2025-06-20 09:12,Resolved,11.2,4,Met
T00962,C0050,E0042,Login Issue,Low,2026-08-09 20:00,2026-08-13 13:36,Resolved,89.6,4,Breached
T00963,C0067,E0099,Performance Issue,Medium,2026-07-29 20:00,2026-07-30 02:18,Closed,6.3,4,Met
T00964,C0137,E0011,Application Error,Medium,2026-07-27 02:00,Null,Open,Null,Null,Pending
T00965,C0031,E0080,Network Issue,Critical,2026-07-09 18:00,2026-07-09 20:42,Resolved,2.7,5,Met
T00966,C0025,E0083,Login Issue,High,2026-08-07 16:00,2026-08-08 01:00,Resolved,9,4,Breached
T00967,C0061,E0080,Network Issue,Low,2026-05-03 16:00,Null,Escalated,Null,Null,Pending
T00968,C0012,E0045,Login Issue,Medium,2025-05-04 21:00,Null,Open,Null,Null,Pending
T00969,C0121,E0055,Feature Request,Medium,2025-07-04 00:00,2025-07-04 07:42,Resolved,7.7,4,Met
T00970,C0002,E0148,Performance Issue,Medium,2025-07-30 07:00,2025-07-30 21:24,Closed,14.4,5,Breached
T00971,C0035,E0011,Access/Permission,Medium,2026-03-31 02:00,2026-04-02 01:18,Resolved,47.3,4,Breached
T00972,C0046,E0083,Feature Request,Medium,2025-11-25 12:00,2025-11-25 21:54,Resolved,9.9,5,Met
T00973,C0177,E0002,Access/Permission,Low,2025-02-16 15:00,2025-02-17 12:24,Closed,21.4,4,Met
T00974,C0118,E0045,Login Issue,High,2025-12-15 13:00,Null,Escalated,Null,Null,Pending
T00975,C0139,E0080,Database Issue,Medium,2026-03-01 00:00,Null,In Progress,Null,Null,Pending
T00976,C0179,E0042,Feature Request,Low,2025-11-21 12:00,2025-11-22 04:54,Resolved,16.9,4,Met
T00977,C0133,E0045,Performance Issue,Medium,2025-04-04 03:00,2025-04-05 13:36,Resolved,34.6,5,Breached
T00978,C0156,E0050,Application Error,Medium,2026-07-09 05:00,Null,Escalated,Null,Null,Pending
T00979,C0087,E0042,Performance Issue,Medium,2025-05-28 05:00,Null,Escalated,Null,Null,Pending
T00980,C0067,E0122,Performance Issue,High,2025-04-02 04:00,2025-04-02 12:48,Closed,8.8,5,Breached
T00981,C0001,E0050,Performance Issue,High,2026-02-22 21:00,2026-02-23 15:54,Resolved,18.9,4,Breached
T00982,C0077,E0042,Database Issue,Medium,2025-03-02 19:00,2025-03-03 01:24,Resolved,6.4,5,Met
T00983,C0120,E0031,Security Issue,Medium,2025-07-05 00:00,2025-07-05 12:24,Resolved,12.4,5,Breached
T00984,C0075,E0031,Login Issue,Low,2025-11-02 12:00,2025-11-03 08:54,Closed,20.9,5,Met
T00985,C0151,E0011,Application Error,Medium,2025-11-24 04:00,Null,Escalated,Null,Null,Pending
T00986,C0095,E0083,Software Installation,Medium,2025-11-28 08:00,Null,In Progress,Null,Null,Pending
T00987,C0131,E0041,Software Installation,Medium,2025-05-04 01:00,2025-05-04 09:06,Resolved,8.1,4,Met
T00988,C0119,E0148,Network Issue,Low,2025-09-03 19:00,2025-09-05 11:36,Closed,40.6,4,Breached
T00989,C0025,E0131,Access/Permission,Medium,2025-08-31 15:00,2025-08-31 23:24,Resolved,8.4,4,Met
T00990,C0119,E0046,Feature Request,High,2026-06-01 12:00,2026-06-01 18:48,Closed,6.8,4,Met
T00991,C0120,E0046,Application Error,Medium,2025-10-03 01:00,2025-10-03 21:42,Closed,20.7,4,Breached
T00992,C0069,E0042,Security Issue,High,2026-04-21 17:00,2026-04-21 18:42,Resolved,1.7,5,Met
T00993,C0167,E0148,Software Installation,High,2025-03-09 15:00,Null,Escalated,Null,Null,Pending
T00994,C0137,E0080,Login Issue,Low,2026-02-22 20:00,2026-02-23 05:24,Closed,9.4,4,Met
T00995,C0006,E0042,Network Issue,Medium,2025-01-20 08:00,2025-01-21 21:48,Closed,37.8,4,Breached
T00996,C0136,E0055,Feature Request,Medium,2026-08-24 21:00,2026-08-25 02:30,Resolved,5.5,4,Met
T00997,C0026,E0045,Application Error,High,2025-09-10 17:00,2025-09-10 21:18,Closed,4.3,5,Met
T00998,C0045,E0073,Database Issue,Medium,2025-11-08 18:00,2025-11-09 06:00,Closed,12,5,Met
T00999,C0119,E0131,Software Installation,High,2026-04-02 02:00,2026-04-02 07:36,Resolved,5.6,4,Met
T01000,C0091,E0122,Feature Request,High,2025-07-28 04:00,2025-07-28 12:24,Resolved,8.4,4,Breached
T01001,C0083,E0150,Security Issue,Medium,2026-07-08 05:00,2026-07-08 19:06,Closed,14.1,5,Breached
T01002,C0144,E0112,Network Issue,High,2026-07-05 13:00,Null,In Progress,Null,Null,Pending
T01003,C0031,E0083,Feature Request,Low,2026-04-08 01:00,Null,Escalated,Null,Null,Pending
T01004,C0073,E0150,Login Issue,Medium,2026-04-21 19:00,2026-04-22 11:24,Closed,16.4,5,Breached
T01005,C0023,E0105,Performance Issue,Medium,2025-06-21 00:00,2025-06-22 00:12,Closed,24.2,5,Breached
